import_path,answer_occurrences,status,candidate_distributions,evidence,example_generations,human_decision,human_evidence
azure.mgmt.keyvault,1,ambiguous_namespace,"[""azure-core"", ""azure-identity"", ""azure-mgmt-resource"", ""azure-storage-blob""]",https://files.pythonhosted.org/packages/49/9a/417b3a533e01953a7c618884df2cb05a71e7b68bdbce4fbdb62349d2a2e8/azure_identity-1.25.3-py3-none-any.whl#sha256=f4d0b956a8146f30333e071374171f3cfa7bdb8073adb8c3814b65567aa7447c | https://files.pythonhosted.org/packages/5b/db/325c6d7312d2200251c52323878281045aaffcb5586612296484e4280eaa/azure_core-1.41.0-py3-none-any.whl#sha256=522b4011e8180b1a3dcd2024396a4e7fe9ac37fb8597db47163d230b5efe892d | https://files.pythonhosted.org/packages/e6/6e/3e776a0817ebe3558fbd8d3f98b1bd8fa75a46596e5cf9bb4377960c4611/azure_mgmt_resource-26.0.0-py3-none-any.whl#sha256=ef36559a4c0843b4272aa584efb455c686e4c3f6357421b38c82f405c01a9a9f | https://files.pythonhosted.org/packages/ff/20/6530bbc13fea536a1f2c0194034ae3f6880fbc0c1e7c229e3569450f7aef/azure_storage_blob-12.30.3-py3-none-any.whl#sha256=80729a5397e5f0a63dbbdff74da675c5db1eacaf25fd5db0074b7ba6c17e2498,llama3.1/BOUND/B/2770__repeat_2,,
azure.mgmt.recoveryservices,1,ambiguous_namespace,"[""azure-core"", ""azure-identity"", ""azure-mgmt-resource"", ""azure-storage-blob""]",https://files.pythonhosted.org/packages/49/9a/417b3a533e01953a7c618884df2cb05a71e7b68bdbce4fbdb62349d2a2e8/azure_identity-1.25.3-py3-none-any.whl#sha256=f4d0b956a8146f30333e071374171f3cfa7bdb8073adb8c3814b65567aa7447c | https://files.pythonhosted.org/packages/5b/db/325c6d7312d2200251c52323878281045aaffcb5586612296484e4280eaa/azure_core-1.41.0-py3-none-any.whl#sha256=522b4011e8180b1a3dcd2024396a4e7fe9ac37fb8597db47163d230b5efe892d | https://files.pythonhosted.org/packages/e6/6e/3e776a0817ebe3558fbd8d3f98b1bd8fa75a46596e5cf9bb4377960c4611/azure_mgmt_resource-26.0.0-py3-none-any.whl#sha256=ef36559a4c0843b4272aa584efb455c686e4c3f6357421b38c82f405c01a9a9f | https://files.pythonhosted.org/packages/ff/20/6530bbc13fea536a1f2c0194034ae3f6880fbc0c1e7c229e3569450f7aef/azure_storage_blob-12.30.3-py3-none-any.whl#sha256=80729a5397e5f0a63dbbdff74da675c5db1eacaf25fd5db0074b7ba6c17e2498,llama3.1/BOUND/B/2770__repeat_2,,
opentelemetry.sdk.instrumentation,1,ambiguous_namespace,"[""opentelemetry-api"", ""opentelemetry-exporter-otlp"", ""opentelemetry-exporter-otlp-proto-common"", ""opentelemetry-exporter-otlp-proto-grpc"", ""opentelemetry-exporter-otlp-proto-http"", ""opentelemetry-proto"", ""opentelemetry-sdk"", ""opentelemetry-semantic-conventions"", ""opentelemetry-semantic-conventions-ai""]",/home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | https://files.pythonhosted.org/packages/89/fb/b3c4750238c1c9686de37d3912357c9b94286b64fe594404a39908064f78/opentelemetry_exporter_otlp-1.45.0-py3-none-any.whl#sha256=3de9a5b18648dc124c751f547d8c7a93b177ddae552566981a792d18a063145c,llama3.1/BOUND/B/2770__repeat_4,,
opentelemetry.sdk.instrumentation.azure.identity,1,ambiguous_namespace,"[""opentelemetry-api"", ""opentelemetry-exporter-otlp"", ""opentelemetry-exporter-otlp-proto-common"", ""opentelemetry-exporter-otlp-proto-grpc"", ""opentelemetry-exporter-otlp-proto-http"", ""opentelemetry-proto"", ""opentelemetry-sdk"", ""opentelemetry-semantic-conventions"", ""opentelemetry-semantic-conventions-ai""]",/home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | https://files.pythonhosted.org/packages/89/fb/b3c4750238c1c9686de37d3912357c9b94286b64fe594404a39908064f78/opentelemetry_exporter_otlp-1.45.0-py3-none-any.whl#sha256=3de9a5b18648dc124c751f547d8c7a93b177ddae552566981a792d18a063145c,llama3.1/BOUND/B/2770__repeat_5,,
opentelemetry.sdk.instrumentation.azure.mgmt,1,ambiguous_namespace,"[""opentelemetry-api"", ""opentelemetry-exporter-otlp"", ""opentelemetry-exporter-otlp-proto-common"", ""opentelemetry-exporter-otlp-proto-grpc"", ""opentelemetry-exporter-otlp-proto-http"", ""opentelemetry-proto"", ""opentelemetry-sdk"", ""opentelemetry-semantic-conventions"", ""opentelemetry-semantic-conventions-ai""]",/home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | https://files.pythonhosted.org/packages/89/fb/b3c4750238c1c9686de37d3912357c9b94286b64fe594404a39908064f78/opentelemetry_exporter_otlp-1.45.0-py3-none-any.whl#sha256=3de9a5b18648dc124c751f547d8c7a93b177ddae552566981a792d18a063145c,llama3.1/BOUND/B/2770__repeat_5,,
opentelemetry.sdk.instrumentation.azure.storage,1,ambiguous_namespace,"[""opentelemetry-api"", ""opentelemetry-exporter-otlp"", ""opentelemetry-exporter-otlp-proto-common"", ""opentelemetry-exporter-otlp-proto-grpc"", ""opentelemetry-exporter-otlp-proto-http"", ""opentelemetry-proto"", ""opentelemetry-sdk"", ""opentelemetry-semantic-conventions"", ""opentelemetry-semantic-conventions-ai""]",/home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | https://files.pythonhosted.org/packages/89/fb/b3c4750238c1c9686de37d3912357c9b94286b64fe594404a39908064f78/opentelemetry_exporter_otlp-1.45.0-py3-none-any.whl#sha256=3de9a5b18648dc124c751f547d8c7a93b177ddae552566981a792d18a063145c,llama3.1/BOUND/B/2770__repeat_5,,
opentelemetry.sdk.instrumentation.azure.tables,1,ambiguous_namespace,"[""opentelemetry-api"", ""opentelemetry-exporter-otlp"", ""opentelemetry-exporter-otlp-proto-common"", ""opentelemetry-exporter-otlp-proto-grpc"", ""opentelemetry-exporter-otlp-proto-http"", ""opentelemetry-proto"", ""opentelemetry-sdk"", ""opentelemetry-semantic-conventions"", ""opentelemetry-semantic-conventions-ai""]",/home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | https://files.pythonhosted.org/packages/89/fb/b3c4750238c1c9686de37d3912357c9b94286b64fe594404a39908064f78/opentelemetry_exporter_otlp-1.45.0-py3-none-any.whl#sha256=3de9a5b18648dc124c751f547d8c7a93b177ddae552566981a792d18a063145c,llama3.1/BOUND/B/2770__repeat_5,,
opentelemetry.sdk.instrumentation.http,1,ambiguous_namespace,"[""opentelemetry-api"", ""opentelemetry-exporter-otlp"", ""opentelemetry-exporter-otlp-proto-common"", ""opentelemetry-exporter-otlp-proto-grpc"", ""opentelemetry-exporter-otlp-proto-http"", ""opentelemetry-proto"", ""opentelemetry-sdk"", ""opentelemetry-semantic-conventions"", ""opentelemetry-semantic-conventions-ai""]",/home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | https://files.pythonhosted.org/packages/89/fb/b3c4750238c1c9686de37d3912357c9b94286b64fe594404a39908064f78/opentelemetry_exporter_otlp-1.45.0-py3-none-any.whl#sha256=3de9a5b18648dc124c751f547d8c7a93b177ddae552566981a792d18a063145c,llama3.1/BOUND/B/2770__repeat_5,,
opentelemetry.sdk.trace.span,1,ambiguous_namespace,"[""opentelemetry-api"", ""opentelemetry-exporter-otlp"", ""opentelemetry-exporter-otlp-proto-common"", ""opentelemetry-exporter-otlp-proto-grpc"", ""opentelemetry-exporter-otlp-proto-http"", ""opentelemetry-proto"", ""opentelemetry-sdk"", ""opentelemetry-semantic-conventions"", ""opentelemetry-semantic-conventions-ai""]",/home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | https://files.pythonhosted.org/packages/89/fb/b3c4750238c1c9686de37d3912357c9b94286b64fe594404a39908064f78/opentelemetry_exporter_otlp-1.45.0-py3-none-any.whl#sha256=3de9a5b18648dc124c751f547d8c7a93b177ddae552566981a792d18a063145c,llama3.1/BOUND/B/2770__repeat_5,,
qtawesome,1,unknown,[],,llama3.1/BOUND/B/4545__repeat_4,,
aliyunsdksdk,1,unknown,[],,llama3.1/BOUND/B/1830__repeat_1,,
bootstrap5,1,unknown,[],,llama3.1/BOUND/B/413__repeat_1,,
fontawesome,1,unknown,[],,llama3.1/BOUND/B/413__repeat_1,,
pulumi_aws,1,unknown,[],,llama3.1/BOUND/B/4035__repeat_1,,
pulumi_cdktf,1,unknown,[],,llama3.1/BOUND/B/4035__repeat_3,,
z3c.pagelet,1,unknown,[],,llama3.1/BOUND/B/2736__repeat_3,,
z3c.pagelet.browser,1,unknown,[],,llama3.1/BOUND/B/2736__repeat_3,,
collective,1,unknown,[],,llama3.1/BOUND/B/2736__repeat_4,,
plone,1,unknown,[],,llama3.1/BOUND/B/2736__repeat_4,,
plone.app.dexterity.behaviors.metadata,1,unknown,[],,llama3.1/BOUND/B/2736__repeat_4,,
plone.app.portlets,1,unknown,[],,llama3.1/BOUND/B/2736__repeat_4,,
plone.app.portlets.browser,1,unknown,[],,llama3.1/BOUND/B/2736__repeat_4,,
plone.app.portlets.interfaces,1,unknown,[],,llama3.1/BOUND/B/2736__repeat_4,,
plone.app.portlets.portlets,1,unknown,[],,llama3.1/BOUND/B/2736__repeat_4,,
plone.app.viewletmanager,1,unknown,[],,llama3.1/BOUND/B/2736__repeat_4,,
plone.app.viewletmanager.interfaces,1,unknown,[],,llama3.1/BOUND/B/2736__repeat_4,,
plone.app.viewletmanager.viewlets,1,unknown,[],,llama3.1/BOUND/B/2736__repeat_4,,
plone.base.browser.interfaces,1,unknown,[],,llama3.1/BOUND/B/2736__repeat_4,,
plone.base.browser.viewlets,1,unknown,[],,llama3.1/BOUND/B/2736__repeat_4,,
plone.base.content,1,unknown,[],,llama3.1/BOUND/B/2736__repeat_4,,
grokcore,1,unknown,[],,llama3.1/BOUND/B/2736__repeat_5,,
azure.mgmt.cosmosdb,1,ambiguous_namespace,"[""azure-core"", ""azure-identity"", ""azure-mgmt-resource"", ""azure-storage-blob""]",https://files.pythonhosted.org/packages/49/9a/417b3a533e01953a7c618884df2cb05a71e7b68bdbce4fbdb62349d2a2e8/azure_identity-1.25.3-py3-none-any.whl#sha256=f4d0b956a8146f30333e071374171f3cfa7bdb8073adb8c3814b65567aa7447c | https://files.pythonhosted.org/packages/5b/db/325c6d7312d2200251c52323878281045aaffcb5586612296484e4280eaa/azure_core-1.41.0-py3-none-any.whl#sha256=522b4011e8180b1a3dcd2024396a4e7fe9ac37fb8597db47163d230b5efe892d | https://files.pythonhosted.org/packages/e6/6e/3e776a0817ebe3558fbd8d3f98b1bd8fa75a46596e5cf9bb4377960c4611/azure_mgmt_resource-26.0.0-py3-none-any.whl#sha256=ef36559a4c0843b4272aa584efb455c686e4c3f6357421b38c82f405c01a9a9f | https://files.pythonhosted.org/packages/ff/20/6530bbc13fea536a1f2c0194034ae3f6880fbc0c1e7c229e3569450f7aef/azure_storage_blob-12.30.3-py3-none-any.whl#sha256=80729a5397e5f0a63dbbdff74da675c5db1eacaf25fd5db0074b7ba6c17e2498,llama3.1/BOUND/B/4707__repeat_1,,
azure.mgmt.cosmosdb.models,1,ambiguous_namespace,"[""azure-core"", ""azure-identity"", ""azure-mgmt-resource"", ""azure-storage-blob""]",https://files.pythonhosted.org/packages/49/9a/417b3a533e01953a7c618884df2cb05a71e7b68bdbce4fbdb62349d2a2e8/azure_identity-1.25.3-py3-none-any.whl#sha256=f4d0b956a8146f30333e071374171f3cfa7bdb8073adb8c3814b65567aa7447c | https://files.pythonhosted.org/packages/5b/db/325c6d7312d2200251c52323878281045aaffcb5586612296484e4280eaa/azure_core-1.41.0-py3-none-any.whl#sha256=522b4011e8180b1a3dcd2024396a4e7fe9ac37fb8597db47163d230b5efe892d | https://files.pythonhosted.org/packages/e6/6e/3e776a0817ebe3558fbd8d3f98b1bd8fa75a46596e5cf9bb4377960c4611/azure_mgmt_resource-26.0.0-py3-none-any.whl#sha256=ef36559a4c0843b4272aa584efb455c686e4c3f6357421b38c82f405c01a9a9f | https://files.pythonhosted.org/packages/ff/20/6530bbc13fea536a1f2c0194034ae3f6880fbc0c1e7c229e3569450f7aef/azure_storage_blob-12.30.3-py3-none-any.whl#sha256=80729a5397e5f0a63dbbdff74da675c5db1eacaf25fd5db0074b7ba6c17e2498,llama3.1/BOUND/B/4707__repeat_1,,
pdfservices,1,unknown,[],,llama3.1/BOUND/B/4707__repeat_4,,
pyo,1,unknown,[],,llama3.1/BOUND/B/1524__repeat_4,,
pyo.gst,1,unknown,[],,llama3.1/BOUND/B/1524__repeat_4,,
pyo.stf,1,unknown,[],,llama3.1/BOUND/B/1524__repeat_4,,
pyo.stf.backends,1,unknown,[],,llama3.1/BOUND/B/1524__repeat_4,,
pyo.stf.backends.coreaudio,1,unknown,[],,llama3.1/BOUND/B/1524__repeat_4,,
pyo.stf.backends.dsp,1,unknown,[],,llama3.1/BOUND/B/1524__repeat_4,,
pyo.stf.backends.pulse,1,unknown,[],,llama3.1/BOUND/B/1524__repeat_4,,
pyo.stf.backends.sampler,1,unknown,[],,llama3.1/BOUND/B/1524__repeat_4,,
pyo.stf.backends.vorbis,1,unknown,[],,llama3.1/BOUND/B/1524__repeat_4,,
pyo.stf.backends.vst,1,unknown,[],,llama3.1/BOUND/B/1524__repeat_4,,
pyo.stf.backends.vst2,1,unknown,[],,llama3.1/BOUND/B/1524__repeat_4,,
pyo.stf.backends.vst3,1,unknown,[],,llama3.1/BOUND/B/1524__repeat_4,,
pyo.stf.backends.vstfx,1,unknown,[],,llama3.1/BOUND/B/1524__repeat_4,,
pyo.stf.backends.vstfx2,1,unknown,[],,llama3.1/BOUND/B/1524__repeat_4,,
pyo.stf.backends.vstfx3,1,unknown,[],,llama3.1/BOUND/B/1524__repeat_4,,
pyobjc_core,1,unknown,[],,llama3.1/BOUND/B/1524__repeat_4,,
statsmodels.api,1,unknown,[],,llama3.1/BOUND/B/280__repeat_4,,
hl7.appl,1,unknown,[],,llama3.1/BOUND/B/1964__repeat_2,,
hl7.message,1,unknown,[],,llama3.1/BOUND/B/1964__repeat_2,,
hl7.parser,1,unknown,[],,llama3.1/BOUND/B/1964__repeat_2,,
openlineage.client.utils,1,unknown,[],,llama3.1/BOUND/B/2369__repeat_2,,
openlineage.client.op,1,unknown,[],,llama3.1/BOUND/B/2369__repeat_3,,
certbot_dns_pdns,1,unknown,[],,llama3.1/BOUND/B/2105__repeat_2,,
certbot_dns_pdns.configurator,1,unknown,[],,llama3.1/BOUND/B/2105__repeat_2,,
pydictionaries,1,unknown,[],,llama3.1/BOUND/B/2159__repeat_1,,
pyterapia,1,unknown,[],,llama3.1/BOUND/B/2159__repeat_1,,
pytranslate,1,unknown,[],,llama3.1/BOUND/B/2159__repeat_1,,
spacy.cli,1,unknown,[],,llama3.1/BOUND/B/2159__repeat_1,,
spacy.lang,1,unknown,[],,llama3.1/BOUND/B/2159__repeat_1,,
google.cloud.language_v1,1,ambiguous_namespace,"[""google-api-core"", ""google-auth"", ""googleapis-common-protos"", ""protobuf""]",/home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | https://files.pythonhosted.org/packages/7a/f0/cba0ac98e98e01849b19f7504eb3aeede741e72dfc31612e46d5f0dd981c/google_auth-2.58.1-py3-none-any.whl#sha256=66a63572d0ab629554768544df04018d79178c0bd7439ba31683ac576b79024d | https://files.pythonhosted.org/packages/ff/78/41b3cd83d472b63c694a01e876d3aaa7c2b2f61f29ec8a9275f47b057349/google_api_core-2.39.0-py3-none-any.whl#sha256=40a5d1c892bc1798f3b75ab10c665b85717979088519c714ca5774ee81d1e3c5,llama3.1/BOUND/B/2159__repeat_5,,
google.cloud.translate,1,ambiguous_namespace,"[""google-api-core"", ""google-auth"", ""googleapis-common-protos"", ""protobuf""]",/home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | https://files.pythonhosted.org/packages/7a/f0/cba0ac98e98e01849b19f7504eb3aeede741e72dfc31612e46d5f0dd981c/google_auth-2.58.1-py3-none-any.whl#sha256=66a63572d0ab629554768544df04018d79178c0bd7439ba31683ac576b79024d | https://files.pythonhosted.org/packages/ff/78/41b3cd83d472b63c694a01e876d3aaa7c2b2f61f29ec8a9275f47b057349/google_api_core-2.39.0-py3-none-any.whl#sha256=40a5d1c892bc1798f3b75ab10c665b85717979088519c714ca5774ee81d1e3c5,llama3.1/BOUND/B/2159__repeat_5,,
google.cloud.translate_v1,1,ambiguous_namespace,"[""google-api-core"", ""google-auth"", ""googleapis-common-protos"", ""protobuf""]",/home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | https://files.pythonhosted.org/packages/7a/f0/cba0ac98e98e01849b19f7504eb3aeede741e72dfc31612e46d5f0dd981c/google_auth-2.58.1-py3-none-any.whl#sha256=66a63572d0ab629554768544df04018d79178c0bd7439ba31683ac576b79024d | https://files.pythonhosted.org/packages/ff/78/41b3cd83d472b63c694a01e876d3aaa7c2b2f61f29ec8a9275f47b057349/google_api_core-2.39.0-py3-none-any.whl#sha256=40a5d1c892bc1798f3b75ab10c665b85717979088519c714ca5774ee81d1e3c5,llama3.1/BOUND/B/2159__repeat_5,,
google.cloud.translate_v2,1,ambiguous_namespace,"[""google-api-core"", ""google-auth"", ""googleapis-common-protos"", ""protobuf""]",/home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | https://files.pythonhosted.org/packages/7a/f0/cba0ac98e98e01849b19f7504eb3aeede741e72dfc31612e46d5f0dd981c/google_auth-2.58.1-py3-none-any.whl#sha256=66a63572d0ab629554768544df04018d79178c0bd7439ba31683ac576b79024d | https://files.pythonhosted.org/packages/ff/78/41b3cd83d472b63c694a01e876d3aaa7c2b2f61f29ec8a9275f47b057349/google_api_core-2.39.0-py3-none-any.whl#sha256=40a5d1c892bc1798f3b75ab10c665b85717979088519c714ca5774ee81d1e3c5,llama3.1/BOUND/B/2159__repeat_5,,
google.cloud.vision,1,ambiguous_namespace,"[""google-api-core"", ""google-auth"", ""googleapis-common-protos"", ""protobuf""]",/home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | https://files.pythonhosted.org/packages/7a/f0/cba0ac98e98e01849b19f7504eb3aeede741e72dfc31612e46d5f0dd981c/google_auth-2.58.1-py3-none-any.whl#sha256=66a63572d0ab629554768544df04018d79178c0bd7439ba31683ac576b79024d | https://files.pythonhosted.org/packages/ff/78/41b3cd83d472b63c694a01e876d3aaa7c2b2f61f29ec8a9275f47b057349/google_api_core-2.39.0-py3-none-any.whl#sha256=40a5d1c892bc1798f3b75ab10c665b85717979088519c714ca5774ee81d1e3c5,llama3.1/BOUND/B/2159__repeat_5,,
google.cloud.vision_v1,1,ambiguous_namespace,"[""google-api-core"", ""google-auth"", ""googleapis-common-protos"", ""protobuf""]",/home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | https://files.pythonhosted.org/packages/7a/f0/cba0ac98e98e01849b19f7504eb3aeede741e72dfc31612e46d5f0dd981c/google_auth-2.58.1-py3-none-any.whl#sha256=66a63572d0ab629554768544df04018d79178c0bd7439ba31683ac576b79024d | https://files.pythonhosted.org/packages/ff/78/41b3cd83d472b63c694a01e876d3aaa7c2b2f61f29ec8a9275f47b057349/google_api_core-2.39.0-py3-none-any.whl#sha256=40a5d1c892bc1798f3b75ab10c665b85717979088519c714ca5774ee81d1e3c5,llama3.1/BOUND/B/2159__repeat_5,,
luco.fields,1,unknown,[],,llama3.1/BOUND/B/136__repeat_3,,
luco.api,1,unknown,[],,llama3.1/BOUND/B/136__repeat_5,,
luco.events,1,unknown,[],,llama3.1/BOUND/B/136__repeat_5,,
luco.metrics,1,unknown,[],,llama3.1/BOUND/B/136__repeat_5,,
luco.tags,1,unknown,[],,llama3.1/BOUND/B/136__repeat_5,,
luco.traces,1,unknown,[],,llama3.1/BOUND/B/136__repeat_5,,
espressif,1,unknown,[],,llama3.1/BOUND/C/578__repeat_1,,
espressif.idf,1,unknown,[],,llama3.1/BOUND/C/578__repeat_1,,
kafka.client_futures,1,ambiguous_namespace,"[""kafka"", ""kafka-python""]",https://files.pythonhosted.org/packages/21/71/73286e748ac5045b6a669c2fe44b03ac4c5d3d2af9291c4c6fc76438a9a9/kafka-1.3.5-py2.py3-none-any.whl#sha256=35a49e9a432f6792aad48b2ab09d03867357aaa06eacba2678b7fd0808156e5c | https://files.pythonhosted.org/packages/d7/9a/191343fd96564cbbed51bd33a53c08144e1ce285e2f10fb1578899e86c28/kafka_python-3.0.11-py3-none-any.whl#sha256=9d10cab4e11e02545d82c7e5af5702da5aa46dd4eccd11ad92a50bf6dbbecd14,llama3.1/BOUND/C/755__repeat_4,,
opentelemetry.sdk.metrics.instrument,1,ambiguous_namespace,"[""opentelemetry-api"", ""opentelemetry-exporter-otlp"", ""opentelemetry-exporter-otlp-proto-common"", ""opentelemetry-exporter-otlp-proto-grpc"", ""opentelemetry-exporter-otlp-proto-http"", ""opentelemetry-proto"", ""opentelemetry-sdk"", ""opentelemetry-semantic-conventions"", ""opentelemetry-semantic-conventions-ai""]",/home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | https://files.pythonhosted.org/packages/89/fb/b3c4750238c1c9686de37d3912357c9b94286b64fe594404a39908064f78/opentelemetry_exporter_otlp-1.45.0-py3-none-any.whl#sha256=3de9a5b18648dc124c751f547d8c7a93b177ddae552566981a792d18a063145c,llama3.1/BOUND/C/755__repeat_4,,
kafka.metrics,1,ambiguous_namespace,"[""kafka"", ""kafka-python""]",https://files.pythonhosted.org/packages/21/71/73286e748ac5045b6a669c2fe44b03ac4c5d3d2af9291c4c6fc76438a9a9/kafka-1.3.5-py2.py3-none-any.whl#sha256=35a49e9a432f6792aad48b2ab09d03867357aaa06eacba2678b7fd0808156e5c | https://files.pythonhosted.org/packages/d7/9a/191343fd96564cbbed51bd33a53c08144e1ce285e2f10fb1578899e86c28/kafka_python-3.0.11-py3-none-any.whl#sha256=9d10cab4e11e02545d82c7e5af5702da5aa46dd4eccd11ad92a50bf6dbbecd14,llama3.1/BOUND/C/755__repeat_5,,
steam.enums.itemcontext,1,unknown,[],,llama3.1/BOUND/C/2466__repeat_1,,
steam.enums.itemtype,1,unknown,[],,llama3.1/BOUND/C/2466__repeat_1,,
steam.enums.playerstats,1,unknown,[],,llama3.1/BOUND/C/2466__repeat_1,,
steam.enums.result,1,unknown,[],,llama3.1/BOUND/C/2466__repeat_1,,
steam.enums.userstat,1,unknown,[],,llama3.1/BOUND/C/2466__repeat_1,,
steam.enums.vacbanstatus,1,unknown,[],,llama3.1/BOUND/C/2466__repeat_1,,
steam.enums.verifiedownership,1,unknown,[],,llama3.1/BOUND/C/2466__repeat_1,,
steam.enums.service,1,unknown,[],,llama3.1/BOUND/C/2466__repeat_2,,
steam.enums.steamid_type,1,unknown,[],,llama3.1/BOUND/C/2466__repeat_2,,
steam.enums.vac_banned,1,unknown,[],,llama3.1/BOUND/C/2466__repeat_2,,
steam.enums.verified_level,1,unknown,[],,llama3.1/BOUND/C/2466__repeat_2,,
steam.enums.vip_state,1,unknown,[],,llama3.1/BOUND/C/2466__repeat_2,,
steam.enums.steamwebuserstats,1,unknown,[],,llama3.1/BOUND/C/2466__repeat_3,,
steam.user,1,unknown,[],,llama3.1/BOUND/C/2466__repeat_3,,
